target,view,n_guides,n_donors,E_t,R_guide,R_donor_shrunk,R_dep,S_t
IL10RB,Stim8hr,2,4,0.2261,0.0247,0.0031,0.0028,0.0006
HSD11B1,Stim8hr,2,4,0.1523,0.0045,0.0466,0.0041,0.0006
PLEK,Stim8hr,2,4,0.1352,0.0052,0.045,0.0046,0.0006
MRPS31,Stim8hr,2,4,0.2121,0.0032,0.0328,0.003,0.0006
RNF2,Stim8hr,2,4,0.2086,0.0033,0.0329,0.003,0.0006
BORCS6,Stim8hr,2,4,0.4596,0.0014,0.1558,0.0014,0.0006
APOBEC3G,Stim8hr,2,4,0.1544,0.0046,0.0325,0.004,0.0006
SAR1B,Stim8hr,2,4,0.1533,0.0044,0.0442,0.004,0.0006
KLF4,Stim8hr,2,4,0.2799,0.0024,0.0273,0.0022,0.0006
PTPN13,Stim8hr,2,4,0.1581,0.0226,0.0045,0.0038,0.0006
ZNF239,Stim8hr,2,4,0.1671,0.0041,0.0285,0.0036,0.0006
ZNF26,Stim8hr,2,4,0.1399,0.006,0.0148,0.0043,0.0006
CA13,Stim8hr,2,4,0.1528,0.0044,0.0346,0.0039,0.0006
DDX60L,Stim8hr,2,4,0.1683,0.0037,0.0814,0.0035,0.0006
CLEC7A,Stim8hr,2,4,0.1899,0.0037,0.0188,0.0031,0.0006
XPOT,Stim8hr,2,4,0.1703,0.0039,0.0288,0.0035,0.0006
CMKLR1,Stim8hr,2,4,0.1376,0.0048,0.0404,0.0043,0.0006
TUBB1,Stim8hr,2,4,0.1504,0.0044,0.0309,0.0039,0.0006
PELI1,Stim8hr,2,4,0.1379,0.0047,0.0396,0.0042,0.0006
TCF24,Stim8hr,2,4,0.1415,0.0046,0.0372,0.0041,0.0006
P4HA2,Stim8hr,2,4,0.139,0.0051,0.0209,0.0041,0.0006
CD200R1,Stim8hr,2,4,0.1459,0.0044,0.0379,0.0039,0.0006
CSTF2T,Stim8hr,2,4,0.1535,0.0043,0.0251,0.0037,0.0006
UNC119B,Stim8hr,2,4,0.308,0.002,0.0251,0.0018,0.0006
DLAT,Stim8hr,2,4,0.1659,0.0037,0.0435,0.0034,0.0006
C6orf62,Stim8hr,2,4,0.2645,0.0023,0.0336,0.0021,0.0006
GPM6A,Stim8hr,2,4,0.156,0.0136,0.0048,0.0036,0.0006
ZNF85,Stim8hr,2,4,0.1531,0.0045,0.0181,0.0036,0.0006
SLIRP,Stim8hr,2,4,0.1935,0.069,0.003,0.0028,0.0006
HLCS,Stim8hr,2,4,0.1829,0.0033,0.0316,0.003,0.0005
DSTN,Stim8hr,2,4,0.1457,0.0042,0.0349,0.0038,0.0005
FOXP4,Stim8hr,2,4,0.1379,0.0045,0.0314,0.0039,0.0005
NHERF2,Stim8hr,2,4,0.2431,0.0024,0.0274,0.0022,0.0005
STAM2,Stim8hr,2,4,0.1475,0.0041,0.031,0.0036,0.0005
PPTC7,Stim8hr,2,4,0.136,0.0041,0.0758,0.0039,0.0005
WWC1,Stim8hr,2,4,0.1463,0.004,0.0424,0.0037,0.0005
MAP3K6,Stim8hr,2,4,0.2561,0.0023,0.0258,0.0021,0.0005
ZNF804A,Stim8hr,2,4,0.1429,0.0041,0.041,0.0037,0.0005
COMMD1,Stim8hr,2,4,0.2124,0.0027,0.0267,0.0025,0.0005
KLHDC4,Stim8hr,2,4,0.209,0.0027,0.0461,0.0025,0.0005
COX5B,Stim8hr,2,4,0.3004,0.0019,0.0199,0.0017,0.0005
ZNF786,Stim8hr,2,4,0.1441,0.0038,0.053,0.0035,0.0005
ARL16,Stim8hr,2,4,0.1722,0.0038,0.0136,0.003,0.0005
LTN1,Stim8hr,2,4,0.1545,0.0036,0.0287,0.0032,0.0005
CDKN1B,Stim8hr,2,4,0.1464,0.004,0.0228,0.0034,0.0005
C1orf115,Stim8hr,2,4,0.1727,0.003,0.0575,0.0029,0.0005
TMX4,Stim8hr,2,4,0.1394,0.004,0.0305,0.0036,0.0005
FOXI2,Stim8hr,2,4,0.1332,0.004,0.0471,0.0037,0.0005
ZNF182,Stim8hr,2,4,0.15,0.0034,0.072,0.0033,0.0005
B3GAT3,Stim8hr,2,4,0.1317,0.0041,0.0425,0.0037,0.0005
H4C5,Stim8hr,2,4,0.128,0.0041,0.0526,0.0038,0.0005
VTA1,Stim8hr,2,4,0.1999,0.0026,0.0298,0.0024,0.0005
OPRM1,Stim8hr,2,4,0.1557,0.0033,0.0482,0.0031,0.0005
OVCA2,Stim8hr,2,4,0.2167,0.0044,0.0044,0.0022,0.0005
NEU1,Stim8hr,2,4,0.1394,0.0037,0.0358,0.0034,0.0005
ZDHHC20,Stim8hr,2,4,0.142,0.0036,0.0381,0.0033,0.0005
GHITM,Stim8hr,2,4,0.1469,0.0035,0.0353,0.0032,0.0005
MTMR6,Stim8hr,2,4,0.1952,0.0429,0.0025,0.0024,0.0005
TG,Stim8hr,2,3,0.5673,0.0008,0.0694,0.0008,0.0005
CHCHD1,Stim8hr,2,4,0.1887,0.0029,0.0161,0.0024,0.0005
FAM220A,Stim8hr,2,4,0.2193,0.0022,0.0367,0.0021,0.0005
MME,Stim8hr,2,4,0.1661,0.0029,0.0415,0.0027,0.0005
DGKE,Stim8hr,2,4,0.1393,0.0035,0.047,0.0032,0.0004
SCRN2,Stim8hr,2,4,0.1525,0.0032,0.03,0.0029,0.0004
C11orf24,Stim8hr,2,4,0.2482,0.0094,0.0022,0.0018,0.0004
PSAT1,Stim8hr,2,4,0.1347,0.0034,0.0613,0.0033,0.0004
CIP2A,Stim8hr,2,4,0.2278,0.0044,0.0034,0.0019,0.0004
KCTD9,Stim8hr,2,4,0.1552,0.0032,0.0206,0.0028,0.0004
NDUFA10,Stim8hr,2,4,0.1286,0.0035,0.0554,0.0033,0.0004
RBPMS,Stim8hr,2,4,0.2661,0.0017,0.0361,0.0016,0.0004
PUDP,Stim8hr,2,4,0.1809,0.0025,0.0313,0.0023,0.0004
CEP350,Stim8hr,2,4,0.3243,0.0014,0.0145,0.0013,0.0004
KCTD10,Stim8hr,2,4,0.1794,0.0024,0.0372,0.0023,0.0004
SYTL1,Stim8hr,2,4,0.1679,0.0122,0.003,0.0024,0.0004
SARM1,Stim8hr,2,4,0.1414,0.0031,0.037,0.0029,0.0004
ASF1A,Stim8hr,2,4,0.1529,0.0027,0.0639,0.0026,0.0004
SAMD9,Stim8hr,2,4,0.1358,0.0032,0.0338,0.0029,0.0004
CHRM4,Stim8hr,2,4,0.1488,0.0028,0.0598,0.0027,0.0004
NRARP,Stim8hr,2,4,0.1403,0.003,0.038,0.0028,0.0004
SKIL,Stim8hr,2,4,0.2371,0.0798,0.0017,0.0016,0.0004
MAP3K10,Stim8hr,2,4,0.1598,0.0025,0.0516,0.0024,0.0004
L3HYPDH,Stim8hr,2,4,0.1332,0.0031,0.0444,0.0029,0.0004
HOXD1,Stim8hr,2,4,0.2119,0.0019,0.0412,0.0018,0.0004
STAU2,Stim8hr,2,4,0.1329,0.0037,0.0127,0.0029,0.0004
ASCC1,Stim8hr,2,4,0.2172,0.0019,0.0221,0.0017,0.0004
ZNF883,Stim8hr,2,4,0.1457,0.0028,0.0277,0.0026,0.0004
OXSM,Stim8hr,2,4,0.1539,0.0026,0.0375,0.0024,0.0004
LYZ,Stim8hr,2,4,0.149,0.0027,0.0367,0.0025,0.0004
MIX23,Stim8hr,2,4,0.2558,0.0017,0.0111,0.0015,0.0004
TMEM25,Stim8hr,2,4,0.135,0.003,0.0393,0.0028,0.0004
H2BC21,Stim8hr,2,4,0.1539,0.0057,0.0042,0.0024,0.0004
S100A12,Stim8hr,2,4,0.1457,0.003,0.0165,0.0026,0.0004
MISP,Stim8hr,2,4,0.157,0.0025,0.0446,0.0023,0.0004
PLEKHG4,Stim8hr,2,4,0.1716,0.0023,0.0342,0.0021,0.0004
OCM,Stim8hr,2,4,0.1416,0.0027,0.0498,0.0026,0.0004
LAT2,Stim8hr,2,4,0.1507,0.0026,0.0356,0.0024,0.0004
ZDHHC13,Stim8hr,2,4,0.148,0.0026,0.0433,0.0025,0.0004
KIAA0753,Stim8hr,2,4,0.1424,0.0027,0.0429,0.0025,0.0004
TIGAR,Stim8hr,2,4,0.1471,0.0027,0.0228,0.0025,0.0004
TENM1,Stim8hr,2,4,0.2063,0.0394,0.0018,0.0017,0.0004
DNAAF9,Stim8hr,2,4,0.1448,0.0028,0.0171,0.0024,0.0004
TMEM208,Stim8hr,2,4,0.2179,0.0017,0.0355,0.0016,0.0004
MT1M,Stim8hr,2,4,0.138,0.0028,0.0238,0.0025,0.0003
ANKRD55,Stim8hr,2,4,0.198,0.0083,0.0022,0.0017,0.0003
GOLGA3,Stim8hr,2,3,0.4326,0.0008,0.0287,0.0008,0.0003
CTBP2,Stim8hr,2,4,0.14,0.0026,0.0398,0.0024,0.0003
OSBPL7,Stim8hr,2,4,0.1371,0.0025,0.0344,0.0023,0.0003
MTBP,Stim8hr,2,2,0.276,0.0012,0.0299,0.0012,0.0003
NXPE3,Stim8hr,2,4,0.1539,0.0021,0.0422,0.002,0.0003
HIBCH,Stim8hr,2,4,0.1795,0.002,0.0155,0.0017,0.0003
SMAD3,Stim8hr,2,4,0.1673,0.0033,0.0042,0.0019,0.0003
GRHL3,Stim8hr,2,4,0.133,0.0026,0.0241,0.0023,0.0003
MFSD8,Stim8hr,2,4,0.1491,0.0022,0.0344,0.0021,0.0003
DYNC2I1,Stim8hr,2,4,0.1431,0.0022,0.0518,0.0021,0.0003
GPAM,Stim8hr,2,4,0.2547,0.0013,0.0108,0.0012,0.0003
CUX2,Stim8hr,2,4,0.1482,0.0021,0.0253,0.002,0.0003
ATP13A3,Stim8hr,2,4,0.1482,0.002,0.0638,0.002,0.0003
BEST1,Stim8hr,2,4,0.2122,0.0014,0.0324,0.0013,0.0003
ZNF821,Stim8hr,2,4,0.1471,0.002,0.0301,0.0019,0.0003
CCDC85B,Stim8hr,2,4,0.1683,0.0018,0.0188,0.0016,0.0003
ZNF541,Stim8hr,2,4,0.1451,0.0022,0.0099,0.0018,0.0003
NPC1,Stim8hr,2,4,0.2428,0.0011,0.0437,0.0011,0.0003
PRR29,Stim8hr,2,4,0.163,0.0177,0.0017,0.0016,0.0003
TMEM45A,Stim8hr,2,4,0.1516,0.0017,0.054,0.0016,0.0002
SCARF1,Stim8hr,2,4,0.1469,0.0017,0.0349,0.0016,0.0002
PLEKHA7,Stim8hr,2,4,0.1369,0.0019,0.0221,0.0017,0.0002
XCL1,Stim8hr,2,4,0.1481,0.0017,0.0248,0.0016,0.0002
PDZK1IP1,Stim8hr,2,4,0.2031,0.0014,0.0066,0.0012,0.0002
CD177,Stim8hr,2,4,0.1483,0.0016,0.0539,0.0015,0.0002
ZBED10P,Stim8hr,2,4,0.1563,0.0015,0.0559,0.0014,0.0002
FRYL,Stim8hr,2,4,0.1493,0.0017,0.0137,0.0015,0.0002
GPD2,Stim8hr,2,4,0.1728,0.003,0.0022,0.0013,0.0002
FRMD4A,Stim8hr,2,4,0.2053,0.0011,0.0266,0.001,0.0002
ISOC2,Stim8hr,2,4,0.1832,0.0012,0.0348,0.0012,0.0002
CHST11,Stim8hr,2,4,0.1385,0.0016,0.0296,0.0015,0.0002
RNF220,Stim8hr,2,4,0.1375,0.0105,0.0017,0.0015,0.0002
ATPAF1,Stim8hr,2,4,0.1696,0.0013,0.0272,0.0012,0.0002
NAA40,Stim8hr,2,4,0.1721,0.0012,0.0385,0.0012,0.0002
NAT14,Stim8hr,2,4,0.1282,0.0017,0.024,0.0016,0.0002
TOR2A,Stim8hr,2,4,0.165,0.0013,0.0325,0.0012,0.0002
SLX4IP,Stim8hr,2,4,0.1369,0.0015,0.0507,0.0014,0.0002
KCNIP2,Stim8hr,2,4,0.1596,0.0013,0.0423,0.0012,0.0002
ETV1,Stim8hr,2,4,0.1988,0.001,0.0167,0.001,0.0002
STAT2,Stim8hr,2,4,0.1601,0.0012,0.0332,0.0012,0.0002
CYB5R3,Stim8hr,2,4,0.2202,0.0009,0.0368,0.0008,0.0002
SH3GLB1,Stim8hr,2,4,0.1505,0.0013,0.019,0.0012,0.0002
EEF1AKMT1,Stim8hr,2,4,0.1555,0.0012,0.039,0.0012,0.0002
TMEM117,Stim8hr,2,4,0.2287,0.0099,0.0008,0.0008,0.0002
INPP5F,Stim8hr,2,4,0.1916,0.0009,0.0448,0.0009,0.0002
FCHO2,Stim8hr,2,4,0.2184,0.0008,0.0258,0.0008,0.0002
POLR2M,Stim8hr,2,4,0.2874,0.0006,0.0256,0.0006,0.0002
TRIM22,Stim8hr,2,4,0.1557,0.0012,0.0118,0.0011,0.0002
JPT2,Stim8hr,2,4,0.1628,0.0011,0.0117,0.001,0.0002
PPFIBP2,Stim8hr,2,4,0.144,0.0011,0.0446,0.0011,0.0002
SMIM22,Stim8hr,2,4,0.2208,0.0007,0.0684,0.0007,0.0002
HOXB9,Stim8hr,2,4,0.1564,0.0011,0.0098,0.001,0.0002
WDR86,Stim8hr,2,4,0.1617,0.001,0.0198,0.0009,0.0002
LZTS2,Stim8hr,2,4,0.1817,0.0008,0.0294,0.0008,0.0001
NME3,Stim8hr,2,4,0.1808,0.0008,0.0468,0.0008,0.0001
ZIM3,Stim8hr,2,4,0.1646,0.0009,0.0211,0.0009,0.0001
ULBP2,Stim8hr,2,4,0.1561,0.001,0.0193,0.0009,0.0001
BTBD7,Stim8hr,2,4,0.1799,0.0008,0.0142,0.0008,0.0001
METTL8,Stim8hr,2,4,0.1419,0.001,0.0306,0.001,0.0001
SLC35B4,Stim8hr,2,3,0.1489,0.0009,0.0413,0.0009,0.0001
DHX32,Stim8hr,2,4,0.2019,0.0009,0.0025,0.0007,0.0001
ZNF527,Stim8hr,2,4,0.1445,0.0009,0.0189,0.0009,0.0001
MPHOSPH8,Stim8hr,2,4,0.1399,0.0009,0.0342,0.0009,0.0001
IFIT1,Stim8hr,2,4,0.1555,0.0008,0.0341,0.0008,0.0001
SETDB2,Stim8hr,2,4,0.1547,0.0008,0.0293,0.0008,0.0001
ZNF714,Stim8hr,2,4,0.1403,0.0008,0.036,0.0008,0.0001
CD74,Stim8hr,2,4,0.1414,0.0008,0.0357,0.0008,0.0001
COMMD8,Stim8hr,2,4,0.1556,0.0007,0.0562,0.0007,0.0001
F3,Stim8hr,2,4,0.1329,0.0008,0.0452,0.0008,0.0001
MTA1,Stim8hr,2,4,0.1475,0.0007,0.0519,0.0007,0.0001
BUD13,Stim8hr,2,2,0.9527,0.1727,0.0001,0.0001,0.0001
AKAP5,Stim8hr,2,4,0.131,0.0008,0.0465,0.0008,0.0001
UFSP2,Stim8hr,2,4,0.1582,0.0009,0.0015,0.0006,0.0001
OSMR,Stim8hr,2,4,0.133,0.0007,0.0552,0.0007,0.0001
TBPL2,Stim8hr,2,4,0.1332,0.0006,0.0267,0.0006,0.0001
ZNF428,Stim8hr,2,4,0.1629,0.0005,0.0277,0.0005,0.0001
AUH,Stim8hr,2,4,0.1374,0.0006,0.0401,0.0006,0.0001
PPARA,Stim8hr,2,4,0.1343,0.0006,0.038,0.0006,0.0001
ELK4,Stim8hr,2,4,0.1588,0.0005,0.0029,0.0004,0.0001
GMNN,Stim8hr,2,4,0.1483,0.0005,0.0222,0.0005,0.0001
SLC43A3,Stim8hr,2,4,0.1373,0.0005,0.0327,0.0005,0.0001
PIGC,Stim8hr,2,4,0.1554,0.0004,0.0316,0.0004,0.0001
NR6A1,Stim8hr,2,4,0.141,0.0005,0.0431,0.0005,0.0001
GCH1,Stim8hr,2,4,0.2118,0.0003,0.0356,0.0003,0.0001
ZNF267,Stim8hr,2,4,0.1448,0.0004,0.043,0.0004,0.0001
MACROH2A2,Stim8hr,2,4,0.1924,0.0003,0.0138,0.0003,0.0001
TMEM191B,Stim8hr,2,4,0.1476,0.0003,0.0129,0.0003,0.0
CRELD2,Stim8hr,2,4,0.1369,0.0003,0.032,0.0003,0.0
TBX6,Stim8hr,2,4,0.2074,0.0003,0.0008,0.0002,0.0
DGCR6L,Stim8hr,2,4,0.1383,0.0003,0.0412,0.0003,0.0
ZNF567,Stim8hr,2,4,0.2704,0.0152,0.0001,0.0001,0.0
PTPRE,Stim8hr,2,4,0.1376,0.0003,0.0399,0.0003,0.0
NFATC1,Stim8hr,2,4,0.1437,0.0002,0.0317,0.0002,0.0
FCN1,Stim8hr,2,4,0.1622,0.0002,0.0148,0.0002,0.0
KCNAB2,Stim8hr,2,4,0.1789,0.0001,0.0159,0.0001,0.0
FCGR3B,Stim8hr,2,4,0.1443,0.0002,0.0175,0.0001,0.0
SAMD12,Stim8hr,2,4,0.2096,0.0001,0.0144,0.0001,0.0
CUL9,Stim8hr,2,4,0.1449,0.0001,0.0276,0.0001,0.0
FOXO3,Stim8hr,2,4,0.3149,0.0,0.0466,0.0,0.0
AGER,Stim8hr,2,4,0.315,0.1092,0.0,0.0,0.0
ABCF3,Stim8hr,2,4,0.1724,0.0,0.009,0.0,0.0
TUBB4B,Stim8hr,2,4,0.2011,0.0,0.0987,0.0,0.0
A2M,Stim8hr,2,4,0.213,-0.0225,0.0161,NA,NA
AAAS,Stim8hr,2,4,0.3181,-0.2696,0.0834,NA,NA
AAGAB,Stim8hr,2,4,0.1887,-0.0466,0.0262,NA,NA
AAMDC,Stim8hr,2,4,0.4061,-0.1343,-0.0187,NA,NA
AARSD1,Stim8hr,2,4,0.1409,-0.0586,0.0204,NA,NA
AASDHPPT,Stim8hr,1,4,0.2318,NA,0.0553,NA,NA
AASS,Stim8hr,2,4,0.1529,-0.071,0.0103,NA,NA
ABCA1,Stim8hr,2,4,0.9778,-0.1372,0.1019,NA,NA
ABCA7,Stim8hr,2,4,0.2771,-0.1116,0.0251,NA,NA
ABCB10,Stim8hr,1,1,1.3701,NA,NA,NA,NA
ABCB6,Stim8hr,2,4,0.5379,-0.1294,0.075,NA,NA
ABCB8,Stim8hr,2,4,0.2083,-0.0738,-0.0027,NA,NA
ABCB9,Stim8hr,2,4,0.648,0.0962,-0.019,NA,NA
ABCC1,Stim8hr,2,4,0.1429,-0.0026,0.06,NA,NA
ABCC10,Stim8hr,2,4,0.2349,-0.0888,-0.0221,NA,NA
ABCC2,Stim8hr,2,4,0.1305,-0.0386,0.0552,NA,NA
ABCC5,Stim8hr,2,4,0.1409,-0.0018,0.0249,NA,NA
ABCC8,Stim8hr,2,4,0.1403,-0.0153,0.0385,NA,NA
ABCD3,Stim8hr,2,4,0.2469,-0.1961,0.0634,NA,NA
ABCD4,Stim8hr,2,4,0.2832,-0.1573,0.0342,NA,NA
ABCG1,Stim8hr,2,4,0.2447,-0.0955,0.0193,NA,NA
ABHD10,Stim8hr,2,4,0.1711,-0.0505,-0.0124,NA,NA
ABHD12,Stim8hr,2,4,0.196,-0.0565,0.0111,NA,NA
ABHD16A,Stim8hr,2,4,0.2293,-0.0759,0.0139,NA,NA
ABHD18,Stim8hr,2,4,0.142,-0.0335,0.0246,NA,NA
ABHD8,Stim8hr,2,4,0.4662,-0.1112,0.1378,NA,NA
ABI1,Stim8hr,2,4,0.1514,-0.0031,0.0489,NA,NA
ABI2,Stim8hr,2,4,0.1995,-0.0007,0.0404,NA,NA
ABLIM1,Stim8hr,2,4,0.1919,-0.053,0.0037,NA,NA
ABRAXAS1,Stim8hr,2,4,0.1383,-0.0493,0.0276,NA,NA
ACACA,Stim8hr,2,4,0.1717,-0.0848,0.0055,NA,NA
ACADM,Stim8hr,2,4,0.3059,-0.0586,0.0126,NA,NA
ACADS,Stim8hr,2,4,0.2744,-0.0135,0.0417,NA,NA
ACADSB,Stim8hr,2,4,0.2117,-0.1029,-0.024,NA,NA
ACADVL,Stim8hr,2,4,0.1615,-0.0027,0.0483,NA,NA
ACAP2,Stim8hr,2,4,0.2714,-0.16,0.0049,NA,NA
ACAP3,Stim8hr,2,4,0.2134,-0.0864,0.0298,NA,NA
ACAT1,Stim8hr,2,4,0.2882,-0.1018,-0.0195,NA,NA
ACBD4,Stim8hr,2,3,0.3498,-0.0018,0.0319,NA,NA
ACBD6,Stim8hr,2,4,0.1465,-0.0084,0.0402,NA,NA
ACE,Stim8hr,2,3,0.1679,-0.0749,0.039,NA,NA
ACER1,Stim8hr,2,4,0.2869,-0.0434,0.0095,NA,NA
ACIN1,Stim8hr,1,4,0.182,NA,0.0838,NA,NA
ACO2,Stim8hr,2,4,0.2671,-0.0368,0.0375,NA,NA
ACOX1,Stim8hr,2,4,0.1721,-0.0586,0.0272,NA,NA
ACP1,Stim8hr,2,4,0.1589,-0.0013,0.044,NA,NA
ACP5,Stim8hr,2,4,0.1426,-0.0031,0.0339,NA,NA
ACRBP,Stim8hr,2,4,0.3364,-0.1793,0.0465,NA,NA
ACSF3,Stim8hr,2,4,0.1894,-0.0771,0.0175,NA,NA
ACSS2,Stim8hr,2,4,0.1525,-0.0231,0.0214,NA,NA
ACTA2,Stim8hr,2,4,0.227,-0.1475,-0.0001,NA,NA
ACTG1,Stim8hr,2,4,0.7213,-0.1778,0.0294,NA,NA
ACTL6A,Stim8hr,1,2,0.8508,NA,0.0402,NA,NA
ACTR1B,Stim8hr,2,4,0.3171,-0.102,0.0076,NA,NA
ACTR3C,Stim8hr,2,4,0.2731,-0.0525,0.0376,NA,NA
ACVR1,Stim8hr,1,4,0.1732,NA,0.0688,NA,NA
ACVR1B,Stim8hr,2,4,0.1727,-0.1605,0.0072,NA,NA
ACVR1C,Stim8hr,2,4,0.2514,-0.0209,0.0217,NA,NA
ACVR2A,Stim8hr,2,4,0.1471,-0.0139,0.0383,NA,NA
ACVR2B,Stim8hr,2,4,0.236,-0.1217,0.038,NA,NA
ACY1,Stim8hr,2,4,0.1604,-0.0574,-0.0124,NA,NA
ACYP1,Stim8hr,2,4,0.3245,-0.1069,0.0472,NA,NA
ACYP2,Stim8hr,2,4,0.4417,-0.1591,0.0959,NA,NA
ADA,Stim8hr,2,4,0.1873,-0.0614,0.0235,NA,NA
ADA2,Stim8hr,2,4,0.4783,-0.0922,0.0137,NA,NA
MAPDA,Stim8hr,2,4,0.2388,-0.0933,0.0315,NA,NA
ADAM12,Stim8hr,2,4,0.1991,-0.076,0.0172,NA,NA
ADAM15,Stim8hr,2,4,0.216,-0.0599,0.0051,NA,NA
ADAMTS1,Stim8hr,2,4,0.4508,-0.1157,0.0707,NA,NA
ADAP1,Stim8hr,2,4,0.165,-0.0035,0.0984,NA,NA
ADARB1,Stim8hr,2,4,0.1651,-0.1342,-0.0016,NA,NA
ADARB2,Stim8hr,2,4,0.6249,-0.1493,-0.0087,NA,NA
ADCY9,Stim8hr,2,4,0.2232,-0.0945,-0.0066,NA,NA
ADD2,Stim8hr,2,4,0.1521,-0.0535,0.0241,NA,NA
ADGRB2,Stim8hr,2,4,0.1772,-0.0411,0.0218,NA,NA
ADGRE2,Stim8hr,1,4,0.1744,NA,-0.0001,NA,NA
ADGRG1,Stim8hr,2,4,0.1691,-0.0395,0.0384,NA,NA
ADGRG5,Stim8hr,2,4,0.1627,-0.1026,0.0485,NA,NA
ADH1B,Stim8hr,2,4,0.1969,-0.1553,0.0034,NA,NA
ADHFE1,Stim8hr,2,4,0.6727,-0.0439,0.0571,NA,NA
ADI1,Stim8hr,2,4,0.1537,-0.063,0.0293,NA,NA
ADIPOR2,Stim8hr,2,4,0.1962,-0.1096,0.0371,NA,NA
ADM,Stim8hr,2,4,0.1577,-0.015,0.0202,NA,NA
ADNP2,Stim8hr,2,4,0.2288,-0.0188,0.0435,NA,NA
ADORA2A,Stim8hr,2,4,0.1303,-0.0269,-0.0158,NA,NA
ADPGK,Stim8hr,2,4,0.9131,-0.0787,0.0888,NA,NA
ADPRS,Stim8hr,2,4,0.2034,-0.0811,0.0375,NA,NA
ADRB2,Stim8hr,2,4,0.1614,-0.0649,0.0031,NA,NA
AEN,Stim8hr,2,4,0.1629,-0.0738,0.0203,NA,NA
AFAP1,Stim8hr,2,4,0.314,-0.0183,0.0451,NA,NA
AFDN,Stim8hr,2,4,0.1672,-0.0589,0.0156,NA,NA
AFF2,Stim8hr,2,4,0.2563,-0.01,0.0199,NA,NA
AFF3,Stim8hr,1,4,0.1772,NA,0.0281,NA,NA
AFMID,Stim8hr,2,4,0.1886,0.0075,-0.0026,NA,NA
AFTPH,Stim8hr,2,4,0.1618,-0.1052,0.0106,NA,NA
AGA,Stim8hr,2,4,0.1936,-0.0959,0.0132,NA,NA
AGAP1,Stim8hr,2,4,0.1339,-0.0088,0.0275,NA,NA
AGAP2,Stim8hr,2,4,0.2183,-0.075,0.0258,NA,NA
AGAP5,Stim8hr,2,4,0.2273,-0.2022,-0.0012,NA,NA
AGAP9,Stim8hr,2,4,0.1558,-0.0499,0.0391,NA,NA
AGBL5,Stim8hr,2,4,0.6477,-0.0446,0.0883,NA,NA
AGFG1,Stim8hr,2,4,0.2555,-0.0977,-0.005,NA,NA
AGFG2,Stim8hr,2,4,0.3063,-0.1137,-0.0097,NA,NA
AGK,Stim8hr,2,4,0.1725,-0.0515,-0.0014,NA,NA
AGO1,Stim8hr,2,4,0.2999,-0.1843,0.0089,NA,NA
AGPAT2,Stim8hr,2,4,0.7808,-0.0291,0.0865,NA,NA
AGPAT3,Stim8hr,2,4,0.1675,-0.0424,0.0386,NA,NA
AGPAT4,Stim8hr,2,4,0.2713,-0.1154,0.0194,NA,NA
AGPAT5,Stim8hr,2,4,0.1826,-0.0507,0.0102,NA,NA
AGPS,Stim8hr,2,4,0.2331,-0.1509,0.0082,NA,NA
AGR2,Stim8hr,2,4,0.1316,-0.0411,0.0181,NA,NA
AGRN,Stim8hr,2,4,0.2652,-0.0045,0.0441,NA,NA
AHCYL2,Stim8hr,2,4,0.2805,-0.0828,0.0234,NA,NA
AHNAK,Stim8hr,2,3,0.2025,-0.0509,0.0422,NA,NA
AHRR,Stim8hr,2,4,0.1675,-0.0368,-0.0082,NA,NA
AHSP,Stim8hr,2,4,0.3196,-0.0841,0.0497,NA,NA
AIDA,Stim8hr,1,4,0.2364,NA,0.0519,NA,NA
AIF1,Stim8hr,2,4,0.1712,-0.0439,0.0114,NA,NA
AIG1,Stim8hr,2,4,0.1466,-0.0523,0.0193,NA,NA
AK3,Stim8hr,2,4,0.4093,-0.1032,0.0991,NA,NA
AKAP10,Stim8hr,2,4,0.2644,-0.1639,0.0154,NA,NA
AKAP12,Stim8hr,2,4,0.1657,-0.0254,0.0324,NA,NA
AKAP17A,Stim8hr,2,4,0.268,-0.0623,-0.021,NA,NA
AKR1A1,Stim8hr,2,4,0.1661,-0.0257,0.0106,NA,NA
AKR1C3,Stim8hr,2,4,0.2186,-0.0957,-0.0089,NA,NA
AKR1E2,Stim8hr,2,4,0.2328,-0.1234,-0.0086,NA,NA
AKT2,Stim8hr,2,4,0.2478,-0.1231,-0.0114,NA,NA
AKT3,Stim8hr,2,4,0.1706,-0.1394,0.0301,NA,NA
ALAD,Stim8hr,2,4,0.2922,-0.0099,0.0896,NA,NA
ALAS2,Stim8hr,2,4,0.3133,-0.1074,-0.0278,NA,NA
ALDH16A1,Stim8hr,2,4,0.1609,-0.0771,-0.0164,NA,NA
ALDH1A1,Stim8hr,2,4,0.1635,-0.0056,0.0188,NA,NA
ALDH1B1,Stim8hr,2,4,0.1803,-0.1315,0.0145,NA,NA
ALDH2,Stim8hr,2,4,0.1896,-0.0145,0.0302,NA,NA
ALDH7A1,Stim8hr,2,4,0.1428,-0.0218,0.0404,NA,NA
ALDH8A1,Stim8hr,2,4,0.1513,-0.0291,0.0254,NA,NA
ALDOB,Stim8hr,2,4,0.2301,-0.036,-0.0036,NA,NA
ALG5,Stim8hr,2,4,0.2399,-0.0422,0.0097,NA,NA
ALKAL2,Stim8hr,2,4,0.2459,-0.1235,-0.0096,NA,NA
ALKBH1,Stim8hr,2,4,0.3298,-0.1316,-0.0085,NA,NA
